,Title,Author,Date,Text
0,"Over 4,000 motorcycle road crashes recorded from January to April, PNP-HPG says","By JOVILAND RITA, GMA Integrated News",2023-05-05," Philippine National Police - Highway Patrol Group (PNP-HPG) on Friday expressed concern over the high number of road crashes involving motorcycles.  “For the past year, ang nakita naming mataas ang concern namin is two wheel vehicles, mga motor, 'yun kasi ang mataas ang statistics in terms of road crash incident,” PNP-HPG chief Police Brigadier General Raul Bargamento told reporters.  (For the past year, we had a high concern on two-wheel vehicles because of the high number of road crash accidents.)  Based on PNP-HPG data, a total of 4,029 incidents were reported from January to April this year. Meanwhile, 8,342 incidents were reported in 2022.  Due to this, Bargamento said he directed PNP-HPG regional units to conduct road safety seminars especially for motorcycle groups. He said he monitored many local and national biker groups in the country now.  Bargamento also reminded motorcycle drivers to be cautious and disciplined on the road as well as to always follow traffic rules and laws to avoid accidents.  “'Yung mga drivers natin ng motor, kaunting ingat po. Huwag tayong kumpiyansa. Dahil gumagamit tayo ng motor, maging disiplinado tayo. Lagi nating sundin ang batas trapiko,” he said.  (I advise our motorcycle drivers to be extra careful. Do not be complacent. Because we are using motorcycles, let’s be disciplined and always follow traffic rules.)  Meanwhile, Bargamento said he is eyeing to deploy their additional motorcycles and mobiles to provincial units so they can also conduct operations in their areas.  “May mga probinsya po kami na wala pang Highway Patrol na nadestino because wala kaming mobility asset na magagamit,” he said.  (There are provinces with no Highway Patrol because we do not have assets to use.)  Also, Bargamento said the PNP-HPG is set to sign a memorandum of agreement with the Land Transportation Office (LTO) for the interconnectivity of their systems in June.  He said it will speed up the access of HPG personnel to LTO’s records on vehicles and drivers.  On Friday, the PNP-HPG celebrated its 68th founding anniversary through a ceremony at Camp Crame.—AOL, GMA Integrated News  
"
1,CAAP shortens May 17 air traffic management system maintenance to 2 hours,"By TED CORDERO, GMA Integrated News",2023-05-05," The Civil Aviation Authority of the Philippines (CAAP) on Friday announced that its scheduled Air Traffic Management Center (ATMC) corrective maintenance activity on May 17 would only take two hours rather than the previously announced six hours.
 The May 17 maintenance activity would begin at 2 a.m. and end at 4 a.m. instead of from 12 a.m. to 6 a.m. “based on careful process reviews and simulations.”
 “As a result of coordination with stakeholders, CAAP already canceled the initial Notice to Airmen (NOTAM), and issued NOTAM B1553/23 as of today,” the agency said.
 Aviation authorities had previously announced that the country’s airspace would be shut down on May 17 to give way for maintenance activities on the country’s air traffic management system to avoid a repeat of the infamous New Year’s Day shutdown.
 The CAAP said it would implement contingency procedures through direct coordination with adjacent Flight Information Regions (FIRs), which will help to minimize disruption to air traffic operations.
 The agency said that all necessary measures were being taken to ensure the safety and efficiency of air travel during the maintenance activity.
 “We apologize for any inconvenience that this schedule change may cause, and we appreciate your understanding and cooperation as we work to maintain the recommended standards of air traffic management in the country,” it said. — DVM, GMA Integrated News
"
2,75 PDLs with mild symptoms remain in isolation — BuCor,By GMA Integrated News,2023-05-05," A total of 75 persons deprived of liberty (PDLs) with mild COVID-19 symptoms remain isolated at the National Bilibid Prison (NBP), the Bureau of Corrections (BuCor) said Friday.
 In a statement, BuCor said that of the 75 PDLs, 15 are senior citizens.
 Two NBP personnel also tested positive for the virus, bringing the number of personnel who tested positive to seven.
 According to BuCor Health and Welfare and Services Director Dra. Maria Cecilia Villanueva, 13 PDLs have been discharged after their second rapid antigen test yielded negative results.
 She said they were among the first batch who first tested positive.
 According to Villanueva, no COVID-19 cases have been recorded at other prisons and penal farms.
 On Wednesday, BuCor suspended visiting hours at the NBP and the  Correctional Institute for Women as a precautionary measure to prevent the spread of COVID-19. — Joahna Lei Casilao/RSJ, GMA Integrated News
"
3,Marcos says disengagement with China 'not an option',"By ANNA FELICIA BAJO, GMA Integrated News",2023-05-05," WASHINGTON — President Ferdinand ""Bongbong"" Marcos Jr. on Thursday (US time) said the Philippines will continue to balance its relations with China while defending its sovereignty, noting that disengagement with Beijing is not an option.
 During a question-and-answer session at the Center for Strategic and International Studies (CSIS) on the last day of his official US visit, Marcos was asked how Manila will maintain a stable relationship with Beijing while defending its sovereignty amid continued harassment in the South China Sea.
 In response, Marcos said, ""Well, in the same way that we maintain our relationship with the US, we constantly consult with our allies and partners. We constantly keep our lines of communications open.""
 He reiterated the importance of having direct communication with Chinese President Xi Jinping as well as other important Chinese officials to avoid misunderstandings on various issues.
 ""I suggested that we institute a system wherein we have a direct contact, one president to the other, and in that way, no matter if I cannot speak for example to President Xi himself, I have someone that I can pick up the phone and call who I know and I have confidence in making my message to the President. And this works, of course, both ways,"" Marcos said.
 ""If the President of the People’s Republic would like a message to arrive to me then we have a system in place, we are — we have a system in place to achieve that and we are still working on it, our Secretary of Foreign Affairs is working on the details of that — well I refer to it as a hotline really,"" he added.
 ""And hopefully that soon, we will have that in place, we will have that functioning and in that way —  disengagement is really not an option."" 
 His response came after the incident in Spratly Islands where a Filipino and a Chinese vessel nearly crashed.
 Marcos also said the Philippines would maintain its foreign policy of being ""a friend to all and enemy to none"" as he cited the significance of engaging with ASEAN member-states and other Asian nations.
 ""Our foreign policy is almost simplistic when I describe it because our foreign policy is based on the pursuit of peace, our foreign policy is based on the promotion of our national interest,"" he said.
 ""That seems the only way because we certainly do not want to provoke a more serious situation than it is already now. We certainly do not want to cause an incident by misjudgment, by mistake, that will elevate the conflict from what it is now to a higher level."" —KBK, GMA Integrated News
"
4,Marcos to meet with British PM on the sidelines of King Charles III coronation,"By ANNA FELICIA BAJO, GMA Integrated News",2023-05-05," WASHINGTON — President Ferdinand ""Bongbong"" Marcos Jr. said Thursday (Washington time) he would meet with British Prime Minister Rishi Sunak at the sidelines of the coronation of King Charles III.
 Speaking to reporters, Marcos said he would be flying to the UK to attend the coronation on May 6, noting that he knew the monarch. He also said he would discuss with the Prime Minister the trade and relations between the Philippines and the UK.
 ""Sabi ko naman ay palagay ko dahil magkakilala kami dapat naman ay napakalaking bagay na siyang kokoranahan bilang hari ng United Kingdom, ay dapat makapag-attend na ako,"" Marcos said.
 [Since I know him, it would be good if I would be there during his coronation.]
 ""Makikipagkita ako sa kanilang bagong Prime Minister, Prime Minister Sunak upang makapag-usap kami kung mayroon bang pagbabago sa kanyang pag-iisip sa pagka --- pag-partner ng UK at saka ng Pilipinas,"" he said.
 [I will be meeting with their new Prime Minister and discuss with him the Philippines' partnership with the UK.]
 ""Sa palagay ko ay ganoon din ang sasabihin niya na dapat papatibayin natin. At naghihingalo, hirap na hirap ang ekonomiya ng UK so baka isang bagay ‘yun na pag-uusapan namin kung papaano mag-trade, kung papaano dagdagan…"" Marcos added.
 [I think he would say the same ... with UK's economy not doing good ... so I think we will discuss how to trade.]
 Marcos said they could possibly discuss Filipino healthcare workers as they gain attention amid the pandemic because of their good service.
 ""We will maintain the same relationship, it has been a very --- a relationship very advantageous to all parties involved so I think that we will stay the course and continue to deal with each other in very similar way that we have done before,"" Marcos said.
 Marcos also said other world leaders have asked to have casual conversations with him. He did not, however, identify them.
 ""So very casual lang ito, very informal pero huwag natin mamaliitin ‘yang mga ganyang klaseng meeting. Dahil kung minsan, ‘yung hindi mo aakalain mangyayari, may nangyayari na napaka-importante pala,"" Marcos said.
 [It will be very casual, very informal, But let us not belittle those kind of meetings. Sometimes, important things happen there.] 
 Marcos said the plane that would carry him will land at Gatwick Airport.
 ""Usually, hindi sa Gatwick ang pinupuntahan ngunit ngayon ay pupuntahan ko ‘yung Gatwick dahil titingnan ko ‘yung operation ng kanilang airport kung bagay ba ito --- ‘yung mga lessons learned nila, ‘yung mga ginagawa nila, kung best practices ‘yan na puwede nating dalhin sa Pilipinas,"" he said.
 Marcos and First Lady Louise ""Liza"" Araneta-Marcos have accepted the invitation of the Master of the Household, upon command of His Majesty, to a reception at the Buckingham Palace on May 5 ahead of the coronation of their Majesties.
 Charles became king when his mother Queen Elizabeth II died on September 8.
 He also took over as head of state of 14 Commonwealth countries, including Australia, Canada and New Zealand.
 The monarch's wife, Queen Consort Camilla, 75, will also be crowned on that day. — RSJ, GMA Integrated News
"
5,Marcos: Abuses linked to war on drugs committed during 'previous administration',"By ANNA FELICIA BAJO, GMA Integrated News",2023-05-05," WASHINGTON —President Ferdinand “Bongbong” Marcos Jr. said Thursday (Washington time) that there had been abuses committed during the ""previous administration"" in the war on illegal drugs, which he said focused too much on law enforcement.
 ""In my view what had happened in the previous administration is that we focused very much on enforcement. And because of that, it could be said that there are abuses by certain elements in the government and that has caused some concern with many, in many quarters about the human rights situation in the Philippines,” Marcos said in a forum organized by the Center for Strategic and International Studies.
 “Well, I cannot speak to what my predecessor had in mind and what his idea was. But what I can speak is to the policy that we have undertaken and that I said the drug war continues to be at the source of many --- much criminality in the Philippines,” he added.
 He said that syndicates have grown ""stronger, wealthier, more influential, worryingly so.""
 ""Instead of going after everyone, I tried to identify the key areas that we have to tackle, attend to so that we can see a diminution of the activities of the drug syndicates,"" he added.    
 In a separate interview with reporters, Marcos was asked to assess Duterte's drug campaign.
 He said: ""I’m in no position to assess the administration of anybody else. That is not proper for me --- that’s not a proper role for me to take.""
 Marcos has since said his administration would focus on rehabilitation to curb the drug menace.
 The President also said dismantling drug syndicates is necessary to address the problem.
 “So, the change in policy, I believe is much more focused. I always say that the previous administration was focused on enforcement. We have taken enforcement as far as we can,” Marcos said.
 “Now, it is time to look at actually going after dismantling these syndicates and before that we should also look at --- not the rehabilitation of those who have already fallen into this drug culture which has destroyed their lives,” he added.
 Asked for comment on Marcos' remarks, lawyer Harry Roque, former spokesperson of Duterte, said the former president ""never said that drug war was perfect.""
 ""He repeatedly warned the PNP that when they are on the right, he's solidly behind them. They're on their own when they violate the law,"" Roque told GMA News Online.
 Roque also said the anti-drug campaign was one of Duterte's few campaign promises which he delivered.
 ""Probably the reason why he enjoys the highest trust and approval rating of any past president,"" he said. —LDF/RSJ, GMA Integrated News
"
6,"Tobacco smokers struggling to quit have options, says group","By GISELLE OMBAY, GMA Integrated News",2023-05-05," Adult tobacco smokers who wish to quit the vice should be given more alternatives to help in their gradual decrease of nicotine consumption, a research group said on Thursday.
 In a media forum, ASCRA Consulting Inc.’s project coordinator Joze Songsong introduced the concept of Tobacco Harm Reduction (THR) which would provide options or safer nicotine products —like e-cigarettes or vaping products, heated tobacco products, snus and US smokeless —and nicotine replacement therapy such as patches, gums, lozenges, sprays, and inhalers, for tobacco users who are struggling to quit smoking.
 He explained that millions of Filipinos need to be protected from the dangers of smoking, but some of them are really in need of support in terms of smoking cessation.
 “Through Tobacco Harm Reduction, what we want to do is to empathize with those adult smokers who can't immediately quit because either they use nicotine as a way to alleviate the different social circumstances that force them into this particular lifestyle or habit,” Songsong said.
 “What we want to do is not to advocate for a specific type of cure for these Filipino smokers but to equip them with the right information and the tools to make those informed decisions because these Filipino smokers have the right to informed choices and have the right to make choices for their own health,” he added.
 Results of the 2021 Global Adult Tobacco Survey showed that the prevalence of current tobacco use and smoking among Filipinos aged 15 and above decreased in 2021 to 19.5% of the population or 15.1 million.
 The survey also showed that the quit rate among past 12-month smokers (or those who have reported smoking within the last 12 months) in the country decreased from 4.5% in 2009 to 3.9% in 2021.
 However, the number of adult smokers thinking of quitting because of health warnings increased from 37.4% in 2009 to 43.7% in 2021.
 Dr. Ehsan Latif, Senior Vice President of Foundation for Smoke-free World, said that the Philippines should learn from the progress of other countries like Japan and United Kingdom, which implement harm reduction methods.
 “We can't expect people to quit smoking in just a day. The challenge is how we interact with the private sector. It’s not dependent on one sect
 The Department of Health has been persistently warning Filipinos about the harmful effects of smoke and emissions from tobacco products, vapor products, and heated tobacco products.
 It could be recalled that the controversial vape bill lapsed into law in 2022, providing regulations on the importation, manufacture, sale, packaging, distribution, use, and communication of vape products and novel tobacco products.—LDF, GMA Integrated News
"
7,Filipino family in Sudan walked 5 km to escape war zone,By GMA Integrated News,2023-05-05," A Filipino family with young kids braved their way through the battlefield and headed towards the Egyptian border by foot in order to escape war-torn Sudan.
 In JP Soriano's report on “24 Oras” on Thursday,  Anthony Lucas — one of the 74 repatriates to arrive back in the Philippines —  said he, his wife, and their three children left their residence and walked at least five kilometers to get out of the war zone.
 “Inside the battlefield naglakad talaga kami para lang makalabas dun sa mismong war zone. So nagkalakad kami for like five kilometers kami ng mga bata ,” said Lucas.
 (We walked inside the battlefield to get out of the war zone. It’s about five kilometers.)
 He said they had to be careful and took cover to avoid being dragged into the crossfire.
 “Ongoing ‘yung bombing tsaka yung gunfire. 'Yung artillery medyo heavy.  Hindi kami dapat kabahan hindi kami dapat matakot kasi may mga bata...Kailangan malakas kami para hindi ma trauma ang mga bata,” he added.
 (The bombings and gunfire were ongoing. The artillery was also heavy. We really tried not to be scared for our kids. We needed to be strong so they would not be traumatized.)
 More than 300 Filipinos have entered Egypt according to Overseas Workers Welfare Administration (OWWA) Administrator Arnell Ignacio. Over 100, meanwhile, have fled Sudan but have yet to cross the border.
 “Ang magandang balita, wala na tayong pinoproblema na delikado sa Khartoum. Nakuha na natin,” said Ignacio.
 (The good news is, there are no stranded victims in Khartoum. We’ve evacuated them.)
 All repatriates from Sudan will receive P100,000 worth of financial assistance from the Department of Migrant Workers (DMW) and the OWWA.
 Meanwhile, DMW Secretary Susan Ople said several employers from the US and Saudi Arabia expressed interest in employing the displaced overseas Filipino workers.
 ""There are employers in the US and also in the cruise ship industry and in Saudi Arabia that are very much interested and would like to see the profiles of our workers from Sudan,"" she said.—Sundy Locus/LDF, GMA Integrated News
"
8,Marcos lays wreath at Tomb of the Unknown Soldier in Arlington,"By ANNA FELICIA BAJO, GMA Integrated News",2023-05-04," WASHINGTON - President Ferdinand “Bongbong” Marcos Jr. paid his respects to fallen US veterans at the Arlington National Cemetery.
 Marcos, who's on an official visit to the US, offered a wreath before the Tomb of the Unknown Soldier during a solemn ceremony.
 The tomb is a monument for all who died in wars but whose remains have not been found or identified.
 The President was also given a tour of the museum during his visit.
 The cemetery is the resting place of over 300,000 who took part and died in the wars the US fought.
 With Marcos during the ceremonies were Speaker Ferdinand Martin Romualdez; Foreign Affairs Secretary Enrique Manalo; Philippine Ambassador to the United States Jose Manuel Romualdez; National Security Adviser Eduardo Año, and Special Assistant to the President Secretary Antonio Lagdameo Jr.
 The Chief Executive visited the cemetery following meetings with US President Joseph Biden, US Vice President Kamala Harris, US Secretary of Defense Lloyd Austin.
 Marcos also met US senators, with whom he discussed security, defense, agriculture, and climate change mitigation, economic cooperation and cyber security.n —NB, GMA Integrated News
"
9,Naga College Foundation grad tops April 2023 Criminologists Licensure exam,By GMA Integrated News,2023-05-04," A graduate of Naga College Foundation gained the highest passing score for the April 2023 Licensure Examination for Criminologists, the Professional Regulation Commission announced on Thursday.
 Kenneth Olbita Dela Torre successfully hurdled the exam with a 89% rating, besting 4,139 out of 13,000 who passed the test.
 The rest of the graduates who made it to the Top 10 list are as follows:
 The top performing schools are Cagayan de Oro College with 87.06% passing rate and University of the Cordilleras with 84.75%.
 Click here for full list of passers. -- BAP, GMA Integrated News
"
